year,dates,top_12_gross,top_12_change_lw,total_gross,total_change_lw,total_movies,top_movie,week_num,inflation_adj_total_gross
2009,Aug. 28ÐSep. 3,144758768,-8.40%,165882383,-8.40%,114,The Final Destination,35,184129445.1
2009,Aug. 21Ð27,158022179,-15.50%,181005805,-15.60%,122,Inglourious Basterds,34,200916443.6
2009,Aug. 14Ð20,187080394,-5.30%,214480433,-3.20%,121,District 9,33,238073280.6
2009,Aug. 7Ð13,197619272,14.70%,221648143,14.00%,115,G.I. Joe: The Rise of Cobra,32,246029438.7
2009,Jul. 31ÐAug. 6,172353849,-21.50%,194503657,-17.70%,120,Funny People,31,215899059.3
2009,Jul. 24Ð30,219407649,-5.20%,236245623,-3.60%,115,G-Force,30,262232641.5
2009,Jul. 17Ð23,231361679,-16.10%,245101035,-15.70%,111,Harry Potter 6,29,272062148.9
2009,Jul. 10Ð16,275889711,11.80%,290753157,12.60%,109,Harry Potter 6,28,322736004.3
2009,Jul. 3Ð9,246746575,-25.60%,258154059,-25.70%,107,Ice Age 3,27,286551005.5
2009,Jun. 26ÐJul. 2,331728640,11.90%,347587297,12.40%,117,Transformers 2,26,385821899.7
2009,Jun. 19Ð25,296548356,47.40%,309178709,46.70%,125,Transformers 2,25,343188367
2009,Jun. 12Ð18,201138244,-15.40%,210709464,-14.10%,127,The Hangover,24,233887505
2009,Jun. 5Ð11,237617664,7.60%,245147072,7.30%,121,The Hangover,23,272113249.9
2009,May 29ÐJun. 4,220887751,-11.90%,228584166,-12.50%,109,Up,22,253728424.3
2009,May 22Ð28,250797595,36.70%,261125549,34.30%,115,Night at the Museum II,21,289849359.4
2009,May 15Ð21,183507710,-2.20%,194386999,-1.40%,115,Angels & Demons,20,215769568.9
2009,May 8Ð14,187588018,0.10%,197207527,-1.20%,118,Star Trek,19,218900355
2009,May 1Ð7,187454684,44.00%,199539214,39.40%,109,X-Men Origins: Wolverine,18,221488527.5
2009,Apr. 24Ð30,130178001,0.60%,143145391,0.50%,116,Obsessed,17,158891384
2009,Apr. 17Ð23,129355236,-24.30%,142375825,-21.90%,126,17 Again,16,158037165.8
2009,Apr. 10Ð16,170874774,-14.20%,182357504,-12.80%,112,Hannah Montana The Movie,15,202416829.4
2009,Apr. 3Ð9,199224226,14.80%,209146924,13.60%,109,Fast and Furious,14,232153085.6
2009,Mar. 27ÐApr. 2,173619872,37.50%,184041250,32.20%,110,Monsters Vs. Aliens,13,204285787.5
2009,Mar. 20Ð26,126232489,7.80%,139213571,2.60%,111,Knowing,12,154527063.8
2009,Mar. 13Ð19,117101932,-8.30%,135750954,-8.30%,106,Race to Witch Mountain,11,150683558.9
2009,Mar. 6Ð12,127651677,18.20%,148097653,5.30%,110,Watchmen,10,164388394.8
2009,Feb. 27ÐMar. 5,108031582,-27.10%,140646955,-21.10%,101,Madea Goes to Jail,9,156118120.1
2009,Feb. 20Ð26,148253096,-31.80%,178175458,-30.00%,99,Madea Goes to Jail,8,197774758.4
2009,Feb. 13Ð19,217254955,34.30%,254606669,32.00%,97,Friday the 13th (2009),7,282613402.6
2009,Feb. 6Ð12,161775818,23.00%,192862838,17.20%,96,He's Just Not That Into You,6,214077750.2
2009,Jan. 30ÐFeb. 5,131554733,-18.20%,164544254,-18.00%,94,Taken,5,182644121.9
2009,Jan. 23Ð29,160867991,-28.30%,200727151,-24.30%,93,Paul Blart: Mall Cop,4,222807137.6
2009,Jan. 16Ð22,224243897,37.10%,265145090,40.30%,95,Paul Blart: Mall Cop,3,294311049.9
2009,Jan. 9Ð15,163586571,-0.80%,189012291,-2.70%,93,Gran Torino,2,209803643
2009,Jan. 2Ð8,164897234,-51.20%,194232062,-49.30%,91,Marley and Me,1,215597588.8
2010,Dec. 31ÐJan. 6,200991078,-35.70%,216585436,-34.90%,101,Little Fockers,53,227414707.8
2010,Dec. 24Ð30,312444494,34.20%,332898466,33.50%,100,Little Fockers,52,349543389.3
2010,Dec. 17Ð23,232845467,107.30%,249283195,101.90%,118,Tron Legacy,51,261747354.8
2010,Dec. 10Ð16,112345253,11.40%,123480893,10.00%,126,Chronicles of Narnia 3,50,129654937.7
2010,Dec. 3Ð9,100861156,-50.50%,112248799,-48.20%,119,Tangled,49,117861239
2010,Nov. 26ÐDec. 2,203631483,-29.20%,216691870,-29.60%,109,Harry Potter / Deathly Hallows (P1),48,227526463.5
2010,Nov. 19Ð25,287580813,107.50%,307994784,103.00%,126,Harry Potter / Deathly Hallows (P1),47,323394523.2
2010,Nov. 12Ð18,138598644,-26.10%,151746131,-26.30%,127,Megamind,46,159333437.6
2010,Nov. 5Ð11,187549578,62.70%,205751030,60.70%,131,Megamind,45,216038581.5
2010,Oct. 29ÐNov. 4,115298041,-24.00%,128027693,-24.00%,132,Saw 3D,44,134429077.7
2010,Oct. 22Ð28,151762912,-3.00%,168345020,-2.70%,134,Paranormal Activity 2,43,176762271
2010,Oct. 15Ð21,156429960,39.40%,172953966,34.10%,153,Jackass 3-D,42,181601664.3
2010,Oct. 8Ð14,112217268,-0.40%,129022876,3.30%,147,The Social Network,41,135474019.8
2010,Oct. 1Ð7,112708396,-4.10%,124943726,-4.80%,147,The Social Network,40,131190912.3
2010,Sep. 24Ð30,117541553,3.60%,131297959,-,142,Wall Street 2,39,137862857
2010,Sep. 17Ð23,113504804,31.70%,131315980,22.40%,146,The Town,38,137881779
2010,Sep. 10Ð16,86183900,-26.80%,107277183,-30.40%,137,Resident Evil: Afterlife,37,112641042.2
2010,Sep. 3Ð9,117757771,-7.10%,154077302,-2.40%,123,The American,36,161781167.1
2010,Aug. 27ÐSep. 2,126733190,-19.10%,157922034,-14.00%,122,Takers,35,165818135.7
2010,Aug. 20Ð26,156706304,-21.50%,183640372,-17.00%,121,The Expendables,34,192822390.6
2010,Aug. 13Ð19,199711672,6.60%,221293261,7.80%,113,The Expendables,33,232357924.1
2010,Aug. 6Ð12,187428502,-12.40%,205378923,-10.30%,112,The Other Guys,32,215647869.2
2010,Jul. 30ÐAug. 5,213952981,-9.40%,228839878,-7.70%,110,Inception,31,240281871.9
2010,Jul. 23Ð29,236155427,-12.10%,247815993,-11.50%,107,Inception,30,260206792.7
2010,Jul. 16Ð22,268777486,-4.10%,279914363,-4.70%,112,Inception,29,293910081.2
2010,Jul. 9Ð15,280345898,-12.60%,293653852,-12.40%,113,Despicable Me,28,308336544.6
2010,Jul. 2Ð8,320750860,-5.50%,335172222,-6.00%,112,The Twilight Saga: Eclipse,27,351930833.1
2010,Jun. 25ÐJul. 1,339422140,15.90%,356533903,15.90%,113,The Twilight Saga: Eclipse,26,374360598.2
2010,Jun. 18Ð24,292843000,40.60%,307693964,40.80%,121,Toy Story 3,25,323078662.2
2010,Jun. 11Ð17,208314761,18.30%,218552490,17.40%,120,The Karate Kid,24,229480114.5
2010,Jun. 4Ð10,176171548,-21.40%,186227008,-20.80%,125,Shrek Forever After,23,195538358.4
2010,May 28ÐJun. 3,224222021,12.80%,235027564,11.60%,113,Shrek Forever After,22,246778942.2
2010,May 21Ð27,198763326,16.80%,210670414,15.50%,119,Shrek Forever After,21,221203934.7
2010,May 14Ð20,170208466,-21.00%,182349386,-20.00%,123,Iron Man 2,20,191466855.3
2010,May 7Ð13,215314133,89.70%,227852785,78.30%,123,Iron Man 2,19,239245424.3
2010,Apr. 30ÐMay6,113517847,-1.00%,127824621,-0.70%,119,Nightmare on Elm Street,18,134215852.1
2010,Apr. 23Ð29,114617337,-19.60%,128731140,-17.20%,120,How to Train Your Dragon,17,135167697
2010,Apr. 16Ð22,142533954,-4.10%,155458310,-2.80%,122,Kick-Ass,16,163231225.5
2010,Apr. 9Ð15,148677151,-37.10%,159988900,-36.10%,117,Clash of the Titans,15,167988345
2010,Apr. 2Ð8,236516090,35.80%,250317263,27.40%,118,Clash of the Titans,14,262833126.2
2010,Mar. 26ÐApr. 1,174200122,17.90%,196465321,19.40%,117,How to Train Your Dragon,13,206288587.1
2010,Mar. 19Ð25,147761214,-19.60%,164501341,-18.10%,105,Alice in Wonderland,12,172726408.1
2010,Mar. 12Ð18,183809402,-22.80%,200920662,-20.70%,113,Alice in Wonderland,11,210966695.1
2010,Mar. 5Ð11,237942328,71.70%,253477639,62.30%,110,Alice in Wonderland,10,266151521
2010,Feb. 26ÐMar. 4,138555599,-10.40%,156158775,-8.30%,112,Shutter Island,9,163966713.8
2010,Feb. 19Ð25,154622652,-38.60%,170329690,-38.00%,109,Shutter Island,8,178846174.5
2010,Feb. 12Ð18,251874775,91.80%,274907497,82.10%,100,Valentine's Day,7,288652871.9
2010,Feb. 5Ð11,131292913,-7.60%,150970408,-7.50%,105,Dear John,6,158518928.4
2010,Jan. 29ÐFeb. 4,142070634,-13.70%,163243749,-12.30%,97,Avatar,5,171405936.5
2010,Jan. 22Ð28,164568765,-27.40%,186097047,-24.60%,99,Avatar,4,195401899.4
2010,Jan. 15Ð21,226781418,15.70%,246953518,16.30%,98,Avatar,3,259301193.9
2010,Jan. 8Ð14,196014312,-28.30%,212326473,-26.40%,91,Avatar,2,222942796.7
2010,Jan. 1Ð7,273431830,-43.70%,288509520,-42.90%,82,Avatar,1,302934996
2011,Dec. 30ÐJan. 5,222015759,-28.70%,248070722,-28.20%,100,Mission: Impossible 4,52,260474258.1
2011,Dec. 23Ð29,311419997,61.00%,345401912,62.00%,99,Mission: Impossible 4,51,362672007.6
2011,Dec. 16Ð22,193437392,115.80%,213257413,110.70%,107,Sherlock Holmes 2,50,223920283.7
2011,Dec. 9Ð15,89639619,-4.50%,101221075,-3.10%,117,New Year's Eve,49,106282128.8
2011,Dec. 2Ð8,93815529,-49.40%,104461189,-47.20%,108,Breaking Dawn Part 1,48,109684248.5
2011,Nov. 25ÐDec. 1,185241747,-38.80%,197926590,-39.90%,115,Breaking Dawn Part 1,47,207822919.5
2011,Nov. 18Ð24,302487529,95.90%,329155484,95.50%,117,Breaking Dawn Part 1,46,345613258.2
2011,Nov. 11Ð17,154443567,16.10%,168357759,13.90%,128,Immortals,45,176775647
2011,Nov. 4Ð10,133042315,7.90%,147877592,5.90%,142,Puss in Boots,44,155271471.6
2011,Oct. 28ÐNov. 3,123275420,-9.40%,139629888,-8.50%,142,Puss in Boots,43,146611382.4
2011,Oct. 21Ð27,136097892,35.60%,152524810,31.50%,145,Paranormal Activity 3,42,160151050.5
2011,Oct. 14Ð20,100336585,-13.50%,115990314,-11.30%,143,Real Steel,41,121789829.7
2011,Oct. 7Ð13,115929191,1.00%,130735070,2.30%,136,Real Steel,40,137271823.5
2011,Sep. 30ÐOct. 6,114774383,-17.30%,127805215,-17.30%,136,Dolphin Tale,39,134195475.8
2011,Sep. 23Ð29,138822186,20.80%,154580779,13.40%,145,The Lion King (in 3D),38,162309818
2011,Sep. 16Ð22,114890830,33.00%,136327908,24.70%,145,The Lion King (in 3D),37,143144303.4
2011,Sep. 9Ð15,86410783,-30.30%,109344057,-32.30%,143,Contagion,36,114811259.9
2011,Sep. 2Ð8,123904725,14.90%,161436330,17.80%,135,The Help,35,169508146.5
2011,Aug. 26ÐSep. 1,107835423,-29.30%,137102685,-23.70%,140,The Help,34,143957819.3
2011,Aug. 19Ð25,152442498,-28.80%,179630399,-23.30%,135,The Help,33,188611919
2011,Aug. 12Ð18,214003678,-11.50%,234140647,-9.50%,133,The Help,32,245847679.4
2011,Aug. 5Ð11,241774161,-7.20%,258611038,-6.00%,136,Rise of the Planet of the Apes,31,271541589.9
2011,Jul. 29ÐAug. 4,260458450,-3.40%,275070739,-3.40%,130,The Smurfs,30,288824276
2011,Jul. 22Ð28,269558879,-24.60%,284623404,-24.20%,124,Captain America,29,298854574.2
2011,Jul. 15Ð21,357628815,64.50%,375467186,60.40%,131,Harry Potter / Deathly Hallows (P2),28,394240545.3
2011,Jul. 8Ð14,217361851,-28.20%,234042101,-27.00%,128,Transformers 3,27,245744206.1
2011,Jul. 1Ð7,302808525,-0.40%,320690194,1.20%,118,Transformers 3,26,336724703.7
2011,Jun. 24Ð30,304153218,40.90%,316776222,39.90%,122,Cars 2,25,332615033.1
2011,Jun. 17Ð23,215901893,12.30%,226489480,12.70%,115,Green Lantern,24,237813954
2011,Jun. 10Ð16,192211016,-10.90%,200969938,-11.00%,110,Super 8,23,211018434.9
2011,Jun. 3Ð9,215674669,-32.30%,225856287,-31.60%,121,X-Men: First Class,22,237149101.4
2011,May 27ÐJun. 2,318451341,31.70%,330413294,28.70%,118,The Hangover Part II,21,346933958.7
2011,May 20Ð26,241789555,41.50%,256839013,37.30%,128,Pirates of the Caribbean 4,20,269680963.7
2011,May 13Ð19,170931010,-14.20%,187076463,-13.40%,135,Thor,19,196430286.2
2011,May 6Ð12,199239506,10.50%,215916247,8.20%,135,Thor,18,226712059.4
2011,Apr. 29ÐMay5,180361088,13.70%,199510292,10.80%,125,Fast Five,17,209485806.6
2011,Apr. 22Ð28,158606927,-3.60%,180044569,-2.30%,135,Rio,16,189046797.5
2011,Apr. 15Ð21,164450641,28.50%,184363436,26.30%,123,Rio,15,193581607.8
2011,Apr. 8Ð14,128002895,-13.10%,146002691,-10.40%,133,Hop,14,153302825.6
2011,Apr. 1Ð7,147312559,5.50%,162919428,3.20%,131,Hop,13,171065399.4
2011,Mar. 25Ð31,139592834,1.60%,157826809,2.60%,128,Diary of a Wimpy Kid 2,12,165718149.5
2011,Mar. 18Ð24,137341101,-14.80%,153891180,-14.10%,127,Limitless,11,161585739
2011,Mar. 11Ð17,161283380,6.80%,179108604,6.40%,124,Battle: Los Angeles,10,188064034.2
2011,Mar. 4Ð10,150960550,24.10%,168411861,20.00%,110,Rango,9,176832454.1
2011,Feb. 25ÐMar. 3,121665662,-33.70%,140374919,-31.90%,111,Hall Pass,8,147393665
2011,Feb. 18Ð24,183430891,4.00%,206117972,4.70%,112,Unknown,7,216423870.6
2011,Feb. 11Ð17,176450940,83.70%,196852386,70.50%,119,Just Go With It,6,206695005.3
2011,Feb. 4Ð10,96079380,-18.20%,115449115,-17.30%,117,The Roommate,5,121221570.8
2011,Jan. 28ÐFeb. 3,117516263,0.70%,139659580,3.20%,107,The Rite,4,146642559
2011,Jan. 21Ð27,116741183,-28.20%,135356338,-26.80%,108,No Strings Attached,3,142124154.9
2011,Jan. 14Ð20,162623664,25.90%,185019520,24.90%,113,The Green Hornet,2,194270496
2011,Jan. 7Ð13,129148801,-35.70%,148114155,-31.60%,106,True Grit,1,155519862.8
2012,Dec. 28ÐJan. 3,296451653,4.10%,329751470,3.30%,102,The Hobbit,52,342941528.8
2012,Dec. 21Ð27,284884386,59.20%,319123085,65.40%,105,The Hobbit,51,331888008.4
2012,Dec. 14Ð20,178898136,85.60%,192905701,77.10%,124,The Hobbit,50,200621929
2012,Dec. 7Ð13,96410449,-29.70%,108922741,-26.60%,130,Skyfall,49,113279650.6
2012,Nov. 30ÐDec. 6,137112832,-43.90%,148475526,-41.40%,116,Breaking Dawn Part 2,48,154414547
2012,Nov. 23Ð29,244598128,-33.10%,253549138,-33.80%,112,Breaking Dawn Part 2,47,263691103.5
2012,Nov. 16Ð22,365601088,69.10%,382985355,65.10%,127,Breaking Dawn Part 2,46,398304769.2
2012,Nov. 9Ð15,216262414,36.00%,231912103,29.00%,129,Skyfall,45,241188587.1
2012,Nov. 2Ð8,158967806,45.90%,179743267,41.80%,131,Wreck-It Ralph,44,186932997.7
2012,Oct. 26ÐNov. 1,108940208,-28.10%,126723065,-22.20%,132,Argo,43,131791987.6
2012,Oct. 19Ð25,151487163,-2.90%,162859557,-3.60%,132,Paranormal Activity 4,42,169373939.3
2012,Oct. 12Ð18,156066114,-11.50%,168974909,-11.00%,131,Taken 2,41,175733905.4
2012,Oct. 5Ð11,176313859,30.50%,189797732,24.60%,126,Taken 2,40,197389641.3
2012,Sep. 28ÐOct. 4,135079162,37.50%,152376287,26.70%,135,Hotel Transylvania,39,158471338.5
2012,Sep. 21Ð27,98274411,9.70%,120240569,5.40%,136,End of Watch,38,125050191.8
2012,Sep. 14Ð20,89603183,30.50%,114083012,27.20%,135,Resident Evil: Retribution,37,118646332.5
2012,Sep. 7Ð13,68652286,-46.00%,89724620,-42.50%,127,The Possession,36,93313604.8
2012,Aug. 31ÐSep. 6,127107353,9.60%,156149036,11.30%,117,The Possession,35,162394997.4
2012,Aug. 24Ð30,115997872,-34.90%,140243460,-29.70%,125,The Expendables 2,34,145853198.4
2012,Aug. 17Ð23,178304816,-8.80%,199383383,-6.80%,119,The Expendables 2,33,207358718.3
2012,Aug. 10Ð16,195474872,12.50%,213835068,11.90%,125,The Bourne Legacy,32,222388470.7
2012,Aug. 3Ð9,173762020,-11.10%,191141965,-8.50%,120,The Dark Knight Rises,31,198787643.6
2012,Jul. 27ÐAug. 2,195451274,-40.40%,208966198,-38.50%,110,The Dark Knight Rises,30,217324845.9
2012,Jul. 20Ð26,327686214,41.00%,339902066,34.10%,116,The Dark Knight Rises,29,353498148.6
2012,Jul. 13Ð19,232363291,-15.40%,253392893,-14.70%,120,Ice Age: Continental Drift,28,263528608.7
2012,Jul. 6Ð12,274525269,-27.40%,297105366,-27.00%,114,The Amazing Spider-Man,27,308989580.6
2012,Jun. 29ÐJul. 5,378076964,60.90%,407139329,64.70%,111,Ted,26,423424902.2
2012,Jun. 22Ð28,235052221,27.10%,247135622,25.30%,115,Brave,25,257021046.9
2012,Jun. 15Ð21,184980011,-25.20%,197217988,-24.00%,119,Madagascar 3,24,205106707.5
2012,Jun. 8Ð14,247189628,32.00%,259426192,29.90%,137,Madagascar 3,23,269803239.7
2012,Jun. 1Ð7,187318202,-16.30%,199793228,-15.40%,128,Snow White and the Huntsman,22,207784957.1
2012,May 25Ð31,223701648,20.40%,236071113,20.40%,129,MIB 3,21,245513957.5
2012,May 18Ð24,185840002,-13.70%,196098556,-14.50%,129,The Avengers,20,203942498.2
2012,May 11Ð17,215342419,-34.10%,229215430,-32.40%,137,The Avengers,19,238384047.2
2012,May 4Ð10,326578734,162.90%,338936048,137.20%,139,The Avengers,18,352493489.9
2012,Apr. 27ÐMay3,124227022,-23.40%,142877292,-18.70%,137,Think Like a Man,17,148592383.7
2012,Apr. 20Ð26,162215714,19.50%,175634454,19.00%,139,Think Like a Man,16,182659832.2
2012,Apr. 13Ð19,135773946,-18.00%,147587293,-16.50%,127,The Hunger Games,15,153490784.7
2012,Apr. 6Ð12,165543121,-17.30%,176648120,-17.40%,128,The Hunger Games,14,183714044.8
2012,Mar. 30ÐApr. 5,200049702,-22.90%,213868829,-22.10%,132,The Hunger Games,13,222423582.2
2012,Mar. 23Ð29,259493335,99.90%,274488466,83.80%,128,The Hunger Games,12,285468004.6
2012,Mar. 16Ð22,129815632,-20.90%,149333683,-20.20%,133,21 Jump Street,11,155307030.3
2012,Mar. 9Ð15,164115402,-14.20%,187226987,-12.10%,139,The Lorax,10,194716066.5
2012,Mar. 2Ð8,191191061,33.50%,212870942,25.20%,125,The Lorax,9,221385779.7
2012,Feb. 24ÐMar. 1,143233047,-28.40%,169967007,-25.40%,124,Act of Valor,8,176765687.3
2012,Feb. 17Ð23,200154602,-13.70%,227801178,-12.50%,125,Safe House,7,236913225.1
2012,Feb. 10Ð16,231964586,90.70%,260405857,72.30%,117,The Vow,6,270822091.3
2012,Feb. 3Ð9,121617851,-3.60%,151149413,-7.20%,112,Chronicle,5,157195389.5
2012,Jan. 27ÐFeb. 2,126210309,-12.00%,162946338,-7.20%,112,The Grey,4,169464191.5
2012,Jan. 20Ð26,143393310,-12.60%,175635273,-8.10%,117,Underworld Awakening,3,182660683.9
2012,Jan. 13Ð19,164013276,3.70%,191051103,8.40%,108,Contraband,2,198693147.1
2012,Jan. 6Ð12,158131422,-28.80%,176213282,-29.00%,98,The Devil Inside,1,183261813.3
2013,Dec. 27ÐJan. 2,339975070,7.00%,368526048,6.10%,92,Frozen,52,375896569
2013,Dec. 20Ð26,317775199,60.40%,347353915,65.30%,94,The Hobbit 2,51,354300993.3
2013,Dec. 13Ð19,198077274,74.30%,210111906,67.60%,108,The Hobbit 2,50,214314144.1
2013,Dec. 6Ð12,113662661,-50.50%,125398163,-49.20%,104,Frozen,49,127906126.3
2013,Nov. 29ÐDec. 5,229605473,-31.60%,246833082,-30.70%,122,Catching Fire,48,251769743.6
2013,Nov. 22Ð28,335815895,123.50%,356313862,120.70%,112,Catching Fire,47,363440139.2
2013,Nov. 15Ð21,150224568,-28.70%,161480406,-27.20%,122,Thor: The Dark World,46,164710014.1
2013,Nov. 8Ð14,210807550,36.90%,221686435,33.50%,134,Thor: The Dark World,45,226120163.7
2013,Nov. 1Ð7,154044044,23.00%,166026446,21.50%,129,Ender's Game,44,169346974.9
2013,Oct. 25Ð31,125247311,2.40%,136670494,-0.60%,127,Bad Grandpa,43,139403903.9
2013,Oct. 18Ð24,122291535,-18.10%,137459508,-15.90%,131,Gravity,42,140208698.2
2013,Oct. 11Ð17,149226909,-3.50%,163531637,-4.00%,136,Gravity,41,166802269.7
2013,Oct. 4Ð10,154556086,29.10%,170345774,24.90%,137,Gravity,40,173752689.5
2013,Sep. 27ÐOct. 3,119741656,27.10%,136351278,20.60%,141,Cloudy with a Chance of Meatballs 2,39,139078303.6
2013,Sep. 20Ð26,94202130,-15.50%,113034093,-13.50%,150,Prisoners,38,115294774.9
2013,Sep. 13Ð19,111471450,31.10%,130656324,18.60%,150,Insidious Chapter 2,37,133269450.5
2013,Sep. 6Ð12,85043790,-38.40%,110174875,-40.80%,146,Riddick,36,112378372.5
2013,Aug. 30ÐSep. 5,138019453,8.20%,186117764,18.50%,126,The Butler,35,189840119.3
2013,Aug. 23Ð29,127575497,-26.80%,157049740,-23.60%,125,The Butler,34,160190734.8
2013,Aug. 16Ð22,174355615,-17.80%,205634617,-13.60%,125,The Butler,33,209747309.3
2013,Aug. 9Ð15,211993043,9.00%,237863658,5.70%,112,Elysium,32,242620931.2
2013,Aug. 2Ð8,194497397,-18.40%,225090192,-15.00%,113,2 Guns,31,229591995.8
2013,Jul. 26ÐAug. 1,238196255,-13.20%,264928176,-10.80%,115,The Wolverine,30,270226739.5
2013,Jul. 19Ð25,274352091,-3.70%,296903150,-1.20%,120,The Conjuring,29,302841213
2013,Jul. 12Ð18,284853114,-12.90%,300442364,-11.40%,119,Despicable Me 2,28,306451211.3
2013,Jul. 5Ð11,326955978,-10.30%,339163614,-11.40%,106,Despicable Me 2,27,345946886.3
2013,Jun. 28ÐJul. 4,364323174,6.00%,382677164,7.40%,116,Monsters University,26,390330707.3
2013,Jun. 21Ð27,343731406,23.40%,356400919,23.20%,112,Monsters University,25,363528937.4
2013,Jun. 14Ð20,278578708,26.40%,289343107,24.80%,114,Man of Steel,24,295129969.1
2013,Jun. 7Ð13,220361180,-0.60%,231904822,1.20%,115,The Purge,23,236542918.4
2013,May 31ÐJun. 6,221748839,-38.60%,229127397,-38.10%,123,Fast & Furious 6,22,233709944.9
2013,May 24Ð30,361029336,70.70%,370089224,68.10%,117,Fast & Furious 6,21,377491008.5
2013,May 17Ð23,211520507,1.80%,220161600,0.80%,118,Star Trek Into Darkness,20,224564832
2013,May 10Ð16,207708241,-20.50%,218510576,-19.40%,134,Iron Man 3,19,222880787.5
2013,May 3Ð9,261333869,144.50%,271243607,125.00%,134,Iron Man 3,18,276668479.1
2013,Apr. 26ÐMay2,106878789,-16.10%,120566811,-14.80%,133,Pain and Gain,17,122978147.2
2013,Apr. 19Ð25,127340606,-8.40%,141568390,-5.70%,133,Oblivion,16,144399757.8
2013,Apr. 12Ð18,138950599,-12.30%,150085084,-11.50%,132,42,15,153086785.7
2013,Apr. 5Ð11,158442723,-20.80%,169572529,-20.00%,133,Evil Dead (2013),14,172963979.6
2013,Mar. 29ÐApr. 4,200119366,4.60%,212016679,2.60%,133,G.I. Joe: Retaliation,13,216257012.6
2013,Mar. 22Ð28,191309411,52.30%,206696122,46.10%,127,The Croods,12,210830044.4
2013,Mar. 15Ð21,125629271,-27.20%,141513863,-25.90%,111,Oz The Great and Powerful,11,144344140.3
2013,Mar. 8Ð14,172546076,46.50%,190927433,35.70%,115,Oz The Great and Powerful,10,194745981.7
2013,Mar. 1Ð7,117800606,4.50%,140656909,4.80%,109,Jack the Giant Slayer,9,143470047.2
2013,Feb. 22Ð28,112758820,-35.70%,134178920,-32.60%,103,Identity Thief,8,136862498.4
2013,Feb. 15Ð21,175382967,33.50%,199197798,20.80%,107,A Good Day to Die Hard,7,203181754
2013,Feb. 8Ð14,131350695,43.50%,164877760,38.80%,107,Identity Thief,6,168175315.2
2013,Feb. 1Ð7,91551084,-20.10%,118774114,-18.70%,107,Warm Bodies,5,121149596.3
2013,Jan. 25Ð31,114629728,-28.80%,146092696,-24.60%,104,Hansel and Gretel,4,149014549.9
2013,Jan. 18Ð24,161031794,-0.30%,193825193,3.20%,103,Mama,3,197701696.9
2013,Jan. 11Ð17,161568336,-0.40%,187842037,-3.00%,102,Zero Dark Thirty,2,191598877.7
2013,Jan. 4Ð10,162255189,-45.30%,193576051,-41.30%,105,Django Unchained,1,197447572
2014,Dec. 26ÐJan. 1,348486441,37.90%,391428791,36.00%,91,The Hobbit: The Battle of the Five Armies,52,399257366.8
2014,Dec. 19Ð25,252627438,89.10%,287903309,97.20%,95,The Hobbit: The Battle of the Five Armies,51,293661375.2
2014,Dec. 12Ð18,133569391,47.30%,146023487,43.50%,104,The Hobbit: The Battle of the Five Armies,50,148943956.7
2014,Dec. 5Ð11,90706433,-50.80%,101738078,-48.10%,115,Mockingjay Part 1,49,103772839.6
2014,Nov. 28ÐDec. 4,184493957,-35.30%,195919565,-34.90%,113,Mockingjay Part 1,48,199837956.3
2014,Nov. 21Ð27,285071875,78.10%,300974876,72.30%,109,Mockingjay Part 1,47,306994373.5
2014,Nov. 14Ð20,160069750,-21.20%,174722259,-20.00%,123,Dumb and Dumber To,46,178216704.2
2014,Nov. 7Ð13,203064830,89.50%,218255211,68.10%,133,Big Hero 6,45,222620315.2
2014,Oct. 31ÐNov. 6,107186464,-20.20%,129870139,-14.30%,125,Nightcrawler,44,132467541.8
2014,Oct. 24Ð30,134340106,-15.10%,151537756,-12.20%,132,Ouija,43,154568511.1
2014,Oct. 17Ð23,158210563,-14.60%,172598668,-14.70%,130,Fury,42,176050641.4
2014,Oct. 10Ð16,185166805,3.00%,202384385,4.50%,136,Gone Girl,41,206432072.7
2014,Oct. 3Ð9,179724443,43.10%,193669190,39.00%,139,Gone Girl,40,197542573.8
2014,Sep. 26ÐOct. 2,125579448,6.60%,139374369,4.70%,152,The Equalizer,39,142161856.4
2014,Sep. 19Ð25,117862557,20.50%,133086256,11.30%,134,The Maze Runner,38,135747981.1
2014,Sep. 12Ð18,97790166,44.10%,119612096,35.90%,140,No Good Deed,37,122004337.9
2014,Sep. 5Ð11,67871883,-48.10%,88008151,-46.20%,134,Guardians of the Galaxy,36,89768314.02
2014,Aug. 29ÐSep. 4,130788896,-5.20%,163502240,3.70%,122,Guardians of the Galaxy,35,166772284.8
2014,Aug. 22Ð28,137948432,-24.50%,157703443,-22.60%,115,Guardians of the Galaxy,34,160857511.9
2014,Aug. 15Ð21,182796995,-27.90%,203698867,-26.20%,114,Ninja Turtles,33,207772844.3
2014,Aug. 8Ð14,253637352,2.40%,276181896,1.60%,125,Ninja Turtles,32,281705533.9
2014,Aug. 1Ð7,247823687,23.90%,271979685,19.00%,122,Guardians of the Galaxy,31,277419278.7
2014,Jul. 25Ð31,200048271,1.20%,228575644,3.70%,128,Lucy,30,233147156.9
2014,Jul. 18Ð24,197731042,-5.00%,220510549,-2.70%,124,Dawn of the Planet of the Apes,29,224920760
2014,Jul. 11Ð17,208041386,12.00%,226721618,10.90%,125,Dawn of the Planet of the Apes,28,231256050.4
2014,Jul. 4Ð10,185835610,-31.40%,204482485,-29.50%,121,Transformers 4,27,208572134.7
